ACCOUNTID,METODO_DE_PAGO,FECHA_COMPRA,SUCURSAL,DESCUENTO,MONTO_PAGADO,TIPO_ARTICULO,CANTIDAD_ARTICULO,MARGEN,SECTOR,VALOR_ARTICULO
2524,EFECTIVO,2019-11-02,11703,2000,41300,2. Calidad Media,1,6930,5,43300
2524,EFECTIVO,2019-11-02,11703,2000,41500,3. Calidad Alta,1,5680,5,43500
2524,EFECTIVO,2019-11-02,11703,1500,30700,2. Calidad Media,1,5790,5,32200
2524,EFECTIVO,2019-11-02,11703,1500,44500,3. Calidad Alta,1,5580,5,46000
2524,EFECTIVO,2019-11-23,12756,3500,35900,2. Calidad Media,1,7470,11,39400
2524,EFECTIVO,2019-11-23,12756,3500,37200,3. Calidad Alta,1,6560,11,40700
2524,EFECTIVO,2019-12-17,11703,1500,38100,2. Calidad Media,1,11480,5,39600
2524,EFECTIVO,2020-01-06,11703,2000,44600,3. Calidad Alta,1,7360,5,46600
23120,EFECTIVO,2019-09-30,12347,2000,50500,3. Calidad Alta,1,9150,7,52500
23120,EFECTIVO,2019-11-01,12347,0,47600,3. Calidad Alta,1,8610,7,47600
17482,NA,2020-01-08,13108,0,46700,3. Calidad Alta,1,9280,12,46700
18209,TRANSBANK,2020-01-10,12611,0,28000,2. Calidad Media,1,5600,9,28000
20718,OTRO,2020-01-15,12526,0,116900,4. Calidad Premium,1,14350,9,116900
20816,EFECTIVO,2020-01-15,3418,3000,34300,3. Calidad Alta,1,7430,15,37300
22358,EFECTIVO,2020-01-18,12620,0,44600,3. Calidad Alta,1,9060,10,44600
20986,EFECTIVO,2020-01-15,12117,2000,40400,3. Calidad Alta,1,8210,6,42400
22273,NA,2020-01-18,5475,0,41300,2. Calidad Media,1,8290,17,41300
21050,EFECTIVO,2020-01-15,12117,0,42500,3. Calidad Alta,1,8230,6,42500
12166,TRANSBANK,2019-12-29,12330,0,39700,2. Calidad Media,1,8170,7,39700
8749,EFECTIVO,2019-12-20,11703,0,46100,3. Calidad Alta,1,10820,5,46100
21721,EFECTIVO,2020-01-17,3136,0,33100,3. Calidad Alta,1,5980,14,33100
12927,NA,2019-12-31,5475,0,39900,2. Calidad Media,1,8350,17,39900
17869,EFECTIVO,2020-01-09,13108,2000,42300,3. Calidad Alta,1,8780,12,44300
17869,EFECTIVO,2020-01-09,13108,2000,35700,3. Calidad Alta,1,7410,12,37700
22492,EFECTIVO,2019-11-08,12330,0,50400,3. Calidad Alta,1,9010,7,50400
22492,TRANSBANK,2019-11-26,12611,2000,47100,3. Calidad Alta,1,8350,9,49100
22492,EFECTIVO,2019-12-21,5475,2000,43700,3. Calidad Alta,1,9460,17,45700
22492,EFECTIVO,2019-12-22,5475,850,27600,1. Calidad Simple,1,8790,17,28450
22492,EFECTIVO,2019-12-22,5475,2000,31100,3. Calidad Alta,1,6830,17,33100
22492,EFECTIVO,2019-12-22,5475,2000,31600,3. Calidad Alta,1,6940,17,33600
17497,EFECTIVO,2020-01-08,4302,3000,39500,3. Calidad Alta,1,10350,16,42500
7324,EFECTIVO,2019-12-09,12331,2000,94800,3. Calidad Alta,2,8360,7,49400
2408,NA,2019-11-01,2753,3000,112900,4. Calidad Premium,1,11120,13,115900
22579,NA,2019-12-15,12347,0,48000,3. Calidad Alta,1,8830,7,48000
14347,EFECTIVO,2019-12-31,3097,3000,38000,3. Calidad Alta,1,10100,14,41000
4641,EFECTIVO,2019-11-18,3880,0,28500,2. Calidad Media,1,2140,15,28500
18784,EFECTIVO,2020-01-11,5608,0,126900,4. Calidad Premium,1,15120,17,126900
19185,EFECTIVO,2020-01-12,11042,3000,33800,3. Calidad Alta,1,8860,3,36800
3008,EFECTIVO,2019-11-05,12613,0,95000,3. Calidad Alta,2,8220,9,47500
3008,EFECTIVO,2019-12-03,3136,0,39300,3. Calidad Alta,1,4790,14,39300
3674,EFECTIVO,2019-11-09,12756,0,37600,3. Calidad Alta,1,6880,11,37600
14246,EFECTIVO,2019-12-31,11525,0,30600,1. Calidad Simple,1,9540,4,30600
17452,NA,2020-01-08,2676,0,42300,3. Calidad Alta,1,8380,13,42300
17452,NA,2020-01-08,2676,0,27400,1. Calidad Simple,1,8180,13,27400
21197,EFECTIVO,2020-01-16,4302,3000,31300,3. Calidad Alta,1,6780,16,34300
11776,NA,2019-12-29,12613,0,37400,2. Calidad Media,1,7450,9,37400
22395,EFECTIVO,2020-01-18,13108,0,119800,4. Calidad Premium,1,14110,12,119800
19862,EFECTIVO,2020-01-12,12614,0,32300,2. Calidad Media,1,6490,9,32300
10689,EFECTIVO,2019-12-26,12347,0,88600,3. Calidad Alta,2,8050,7,44300
928,TRANSFERENCIA,2019-10-24,5114,2000,50700,3. Calidad Alta,1,3770,17,52700
928,TRANSBANK,2019-11-20,5114,0,46700,3. Calidad Alta,1,8380,17,46700
928,TRANSBANK,2019-11-20,5114,0,32900,1. Calidad Simple,1,9580,17,32900
18977,EFECTIVO,2020-01-11,3136,0,34600,2. Calidad Media,1,6920,14,34600
23968,TRANSBANK,2019-10-16,4364,0,31500,3. Calidad Alta,1,5740,16,31500
21053,EFECTIVO,2020-01-15,11042,3000,26500,3. Calidad Alta,1,5740,3,29500
10599,NA,2019-12-25,10758,0,42700,3. Calidad Alta,1,8700,1,42700
18948,NA,2020-01-11,2676,0,46500,3. Calidad Alta,1,9210,13,46500
13052,EFECTIVO,2020-01-03,11042,3000,41300,3. Calidad Alta,1,10820,3,44300
19136,EFECTIVO,2020-01-12,10110,0,48300,3. Calidad Alta,1,9660,1,48300
22165,NA,2020-01-18,13108,0,117400,4. Calidad Premium,1,13830,12,117400
21970,EFECTIVO,2020-01-17,12494,1500,34200,2. Calidad Media,1,7230,8,35700
20381,EFECTIVO,2020-01-14,12119,0,7400,1. Calidad Simple,1,2170,6,7400
14364,EFECTIVO,2019-12-31,3350,2000,45400,3. Calidad Alta,1,7410,15,47400
22999,EFECTIVO,2019-11-25,3880,2000,37400,3. Calidad Alta,1,7100,15,39400
22999,TRANSBANK,2019-12-14,3880,0,39900,3. Calidad Alta,1,8980,15,39900
23858,OTRO,2019-10-13,12613,0,114900,4. Calidad Premium,1,13250,9,114900
14817,EFECTIVO,2020-01-01,3097,3000,27100,3. Calidad Alta,1,7100,14,30100
7248,TRANSBANK,2019-12-08,12331,0,113400,4. Calidad Premium,1,13710,7,113400
24564,TRANSBANK,2019-10-19,12331,3000,107300,4. Calidad Premium,1,13250,7,110300
24564,TRANSBANK,2019-12-07,12611,0,29100,2. Calidad Media,1,5980,9,29100
17858,EFECTIVO,2020-01-09,12621,1500,25100,2. Calidad Media,1,5150,10,26600
6858,OTRO,2019-12-05,12331,0,38600,3. Calidad Alta,1,4820,7,38600
7140,EFECTIVO,2019-12-07,11702,0,47200,3. Calidad Alta,1,7440,4,47200
7140,EFECTIVO,2020-01-06,11783,0,23000,1. Calidad Simple,1,6590,5,23000
7140,EFECTIVO,2020-01-07,11783,0,41100,3. Calidad Alta,1,6340,5,41100
18969,EFECTIVO,2020-01-11,3350,2000,43700,3. Calidad Alta,1,6830,15,45700
615,EFECTIVO,2019-10-26,12439,0,114200,4. Calidad Premium,1,11800,7,114200
9343,TRANSBANK,2019-12-22,12347,0,32600,2. Calidad Media,1,6350,7,32600
19015,EFECTIVO,2020-01-11,11663,0,35700,3. Calidad Alta,1,7140,4,35700
11284,EFECTIVO,2019-12-27,12614,0,19400,1. Calidad Simple,1,5950,9,19400
21620,EFECTIVO,2020-01-17,3101,3000,45500,3. Calidad Alta,1,9850,14,48500
13304,OTRO,2020-01-07,12619,0,44200,3. Calidad Alta,1,8700,10,44200
943,EFECTIVO,2019-10-29,12440,3000,124000,4. Calidad Premium,1,12410,8,127000
943,EFECTIVO,2019-10-31,12440,0,37300,3. Calidad Alta,1,7120,8,37300
943,EFECTIVO,2019-12-01,12440,2000,42300,3. Calidad Alta,1,8040,8,44300
943,EFECTIVO,2019-12-20,12440,3000,48400,3. Calidad Alta,1,11710,8,51400
2648,EFECTIVO,2019-10-31,12440,0,52800,3. Calidad Alta,1,10080,8,52800
1641,OTRO,2019-10-29,12613,0,133600,4. Calidad Premium,1,16970,9,133600
72,EFECTIVO,2019-09-25,12330,0,40600,2. Calidad Media,1,7510,7,40600
72,EFECTIVO,2019-10-26,12330,1500,78800,2. Calidad Media,2,7320,7,40900
72,EFECTIVO,2019-11-23,12611,0,39800,2. Calidad Media,1,7990,9,39800
72,EFECTIVO,2020-01-13,5113,0,29700,2. Calidad Media,1,5840,16,29700
72,EFECTIVO,2020-01-13,5113,0,45100,3. Calidad Alta,1,8010,16,45100
3161,OTRO,2019-11-06,12331,0,122300,4. Calidad Premium,1,14900,7,122300
2398,EFECTIVO,2019-11-01,12438,2000,52300,3. Calidad Alta,1,10890,7,54300
2277,TRANSBANK,2019-12-10,3302,1500,47300,2. Calidad Media,1,11920,14,48800
7548,TRANSBANK,2019-12-12,3880,0,127800,4. Calidad Premium,1,16810,15,127800
4300,TRANSBANK,2019-11-15,3136,0,34800,2. Calidad Media,1,7230,14,34800
1013,EFECTIVO,2019-10-25,11703,2000,49300,3. Calidad Alta,1,5500,5,51300
1013,EFECTIVO,2019-11-25,11702,2000,47100,3. Calidad Alta,1,8700,4,49100
1013,EFECTIVO,2019-11-28,11702,2000,53800,3. Calidad Alta,1,10110,4,55800
1013,EFECTIVO,2020-01-18,11783,2000,43000,3. Calidad Alta,1,6950,5,45000
10654,NA,2019-12-26,12347,0,48700,3. Calidad Alta,1,9160,7,48700
16879,EFECTIVO,2020-01-07,3350,2000,32200,3. Calidad Alta,1,5030,15,34200
24081,OTRO,2019-10-17,11703,0,47500,3. Calidad Alta,1,6660,5,47500
24081,OTRO,2019-10-30,12756,0,46700,3. Calidad Alta,1,5410,11,46700
24081,OTRO,2019-11-20,11702,0,64100,3. Calidad Alta,1,11330,4,64100
24081,OTRO,2019-11-27,11702,0,46200,3. Calidad Alta,1,8170,4,46200
19613,NA,2020-01-13,4187,0,38300,1. Calidad Simple,1,11440,16,38300
19613,NA,2020-01-18,13109,0,23100,1. Calidad Simple,1,6900,12,23100
20091,TRANSBANK,2020-01-14,12619,0,38900,3. Calidad Alta,1,7420,10,38900
4741,EFECTIVO,2019-11-18,12331,0,47200,2. Calidad Media,1,9660,7,47200
21575,TRANSBANK,2020-01-17,12117,0,31400,2. Calidad Media,1,6580,6,31400
13306,TRANSBANK,2020-01-03,12733,0,36400,3. Calidad Alta,1,7500,11,36400
21710,TRANSBANK,2020-01-17,5111,0,41500,3. Calidad Alta,1,6410,16,41500
21710,TRANSBANK,2020-01-17,5111,0,59400,1. Calidad Simple,2,7070,16,29700
19720,EFECTIVO,2020-01-13,3350,1500,29200,2. Calidad Media,1,5050,15,30700
19720,EFECTIVO,2020-01-15,3350,2000,38500,3. Calidad Alta,1,6020,15,40500
20256,EFECTIVO,2020-01-14,3350,3000,102400,4. Calidad Premium,1,6070,15,105400
17425,EFECTIVO,2020-01-08,4302,3000,37800,3. Calidad Alta,1,9900,16,40800
11093,EFECTIVO,2020-01-15,12325,3000,32400,3. Calidad Alta,1,7020,6,35400
11093,EFECTIVO,2020-01-16,3095,2000,37300,3. Calidad Alta,1,7860,13,39300
15653,EFECTIVO,2020-01-05,10111,0,41700,3. Calidad Alta,1,8470,1,41700
7757,EFECTIVO,2019-12-13,12756,2000,44400,2. Calidad Media,1,11580,11,46400
7757,EFECTIVO,2019-12-13,12756,2000,45000,3. Calidad Alta,1,10610,11,47000
17096,OTRO,2020-01-08,11525,0,43400,2. Calidad Media,1,10410,4,43400
17096,OTRO,2020-01-08,11525,0,46800,3. Calidad Alta,1,9360,4,46800
410,NA,2019-12-07,12330,0,45900,3. Calidad Alta,1,8560,7,45900
410,NA,2019-12-20,6129,0,35900,3. Calidad Alta,1,7090,3,35900
20164,OTRO,2020-01-14,10111,0,33100,2. Calidad Media,1,7670,1,33100
23744,EFECTIVO,2019-10-11,12330,0,36600,2. Calidad Media,1,6870,7,36600
6014,TRANSBANK,2019-11-26,12331,2000,47400,3. Calidad Alta,1,8410,7,49400
14121,EFECTIVO,2020-01-04,4302,3000,38700,3. Calidad Alta,1,10140,16,41700
14121,EFECTIVO,2020-01-04,4302,3000,33800,3. Calidad Alta,1,8860,16,36800
14121,EFECTIVO,2020-01-04,4302,0,45500,3. Calidad Alta,1,11060,16,45500
4600,EFECTIVO,2019-11-17,12439,0,47400,3. Calidad Alta,1,10650,7,47400
3106,EFECTIVO,2019-11-05,3302,0,51000,3. Calidad Alta,1,8720,14,51000
4041,EFECTIVO,2019-11-12,12612,0,55600,3. Calidad Alta,1,10180,9,55600
12008,NA,2019-12-29,2676,0,47900,3. Calidad Alta,1,9430,13,47900
3444,TRANSBANK,2019-11-08,12613,0,34900,2. Calidad Media,1,6930,9,34900
13765,EFECTIVO,2020-01-04,12620,2000,37600,3. Calidad Alta,1,8260,10,39600
20692,EFECTIVO,2020-01-18,12733,0,47800,3. Calidad Alta,1,9710,11,47800
2330,TRANSBANK,2019-11-22,12757,0,44600,3. Calidad Alta,1,7890,12,44600
2330,TRANSBANK,2020-01-05,12756,0,43500,3. Calidad Alta,1,6850,11,43500
1791,TRANSBANK,2019-11-27,3136,0,27000,1. Calidad Simple,1,7280,14,27000
8676,NA,2019-12-20,10758,0,26200,1. Calidad Simple,1,7810,1,26200
8676,NA,2019-12-29,13108,0,31100,1. Calidad Simple,1,9350,12,31100
8676,NA,2019-12-31,10758,0,31200,1. Calidad Simple,1,9520,1,31200
8676,NA,2020-01-03,10758,0,31100,1. Calidad Simple,1,9290,1,31100
8676,NA,2020-01-11,10758,0,27200,1. Calidad Simple,1,8120,1,27200
16802,EFECTIVO,2020-01-07,12618,0,41500,2. Calidad Media,1,8160,10,41500
8325,OTRO,2019-12-18,12331,0,41200,3. Calidad Alta,1,7190,7,41200
1122,EFECTIVO,2020-01-05,3302,2000,41900,3. Calidad Alta,1,6910,14,43900
11281,NA,2019-12-27,5608,0,50600,3. Calidad Alta,1,10150,17,50600
11281,NA,2019-12-28,5608,0,35500,3. Calidad Alta,1,7120,17,35500
11281,NA,2020-01-10,5828,0,49800,3. Calidad Alta,1,9900,17,49800
11281,NA,2020-01-11,5608,0,42200,3. Calidad Alta,1,8390,17,42200
11281,NA,2020-01-13,13108,0,43500,3. Calidad Alta,1,8410,12,43500
11281,NA,2020-01-14,13108,0,46200,3. Calidad Alta,1,8930,12,46200
18736,EFECTIVO,2020-01-11,5112,2000,43000,3. Calidad Alta,1,8210,16,45000
7534,EFECTIVO,2019-12-12,5111,0,42200,3. Calidad Alta,1,5290,16,42200
7534,EFECTIVO,2019-12-21,5114,0,29900,2. Calidad Media,1,5290,17,29900
13612,EFECTIVO,2020-01-04,12116,0,43700,3. Calidad Alta,1,9150,5,43700
14107,OTRO,2019-12-31,10111,0,32100,3. Calidad Alta,1,6620,1,32100
17619,OTRO,2020-01-08,10111,0,38900,3. Calidad Alta,1,7780,1,38900
11677,OTRO,2019-12-29,2676,0,68200,3. Calidad Alta,2,6900,13,34100
11677,OTRO,2020-01-05,11870,0,49300,3. Calidad Alta,1,10010,3,49300
456,NA,2019-10-22,10823,4000,86400,3. Calidad Alta,2,6800,2,47200
369,EFECTIVO,2019-11-26,2867,1500,29500,2. Calidad Media,1,3690,13,31000
369,EFECTIVO,2019-12-22,5113,2000,30000,3. Calidad Alta,1,6290,16,32000
369,EFECTIVO,2019-12-22,5113,2000,40500,3. Calidad Alta,1,8490,16,42500
369,EFECTIVO,2019-12-22,5113,2000,33200,3. Calidad Alta,1,6960,16,35200
7957,EFECTIVO,2019-12-15,3302,0,47500,3. Calidad Alta,1,11100,14,47500
13308,EFECTIVO,2020-01-03,3418,3000,35900,3. Calidad Alta,1,9410,15,38900
19294,EFECTIVO,2020-01-12,12616,0,44100,2. Calidad Media,1,NA,10,44100
3306,EFECTIVO,2019-11-06,12347,0,46900,3. Calidad Alta,1,8110,7,46900
23095,TRANSBANK,2019-09-29,12347,0,37200,3. Calidad Alta,1,6360,7,37200
23095,TRANSBANK,2019-10-17,6128,0,49200,3. Calidad Alta,1,8840,17,49200
1656,OTRO,2019-10-29,5111,0,50200,3. Calidad Alta,1,8010,16,50200
1656,OTRO,2019-11-12,5114,0,31500,2. Calidad Media,1,6790,17,31500
1656,OTRO,2019-11-12,5114,0,102200,3. Calidad Alta,2,9120,17,51100
8587,TRANSBANK,2019-12-20,3302,0,31400,2. Calidad Media,1,5560,14,31400
21941,EFECTIVO,2020-01-17,10110,0,97800,2. Calidad Media,2,10950,1,48900
21941,EFECTIVO,2020-01-17,10110,0,32700,3. Calidad Alta,1,6640,1,32700
15449,EFECTIVO,2020-01-05,12331,0,32100,2. Calidad Media,1,6450,7,32100
20366,EFECTIVO,2020-01-14,12617,0,34500,2. Calidad Media,1,6930,10,34500
20366,EFECTIVO,2020-01-15,12614,1500,29100,2. Calidad Media,1,6240,9,30600
24072,NA,2019-10-16,5114,1500,40700,2. Calidad Media,1,4880,17,42200
13165,EFECTIVO,2020-01-03,5114,2000,108900,4. Calidad Premium,1,11060,17,110900
2960,EFECTIVO,2019-12-04,3302,0,45400,3. Calidad Alta,1,8540,14,45400
20906,TRANSBANK,2020-01-15,12733,0,42900,3. Calidad Alta,1,8580,11,42900
13828,EFECTIVO,2020-01-04,5113,2000,48600,3. Calidad Alta,1,9180,16,50600
13828,OTRO,2020-01-14,6129,0,36300,2. Calidad Media,1,7290,3,36300
23201,TRANSBANK,2019-10-05,3302,1500,33300,2. Calidad Media,1,3550,14,34800
23201,TRANSBANK,2019-11-20,3880,1500,33500,2. Calidad Media,1,7270,15,35000
23201,OTRO,2019-12-10,3302,0,46000,3. Calidad Alta,1,9570,14,46000
23201,OTRO,2019-12-22,3880,0,43200,3. Calidad Alta,1,7500,15,43200
23201,EFECTIVO,2019-12-22,3880,2000,43200,3. Calidad Alta,1,7850,15,45200
23201,OTRO,2020-01-12,5114,0,37300,2. Calidad Media,1,5780,17,37300
23201,OTRO,2020-01-12,5114,0,48500,3. Calidad Alta,1,7330,17,48500
1742,OTRO,2019-10-30,3880,0,56200,3. Calidad Alta,1,8970,15,56200
14685,EFECTIVO,2020-01-01,4302,3000,29700,3. Calidad Alta,1,7780,16,32700
14685,EFECTIVO,2020-01-02,4302,0,45400,3. Calidad Alta,1,11040,16,45400
22842,TRANSBANK,2019-09-27,12331,0,43800,3. Calidad Alta,1,4590,7,43800
22842,TRANSBANK,2019-11-20,12331,2000,46500,3. Calidad Alta,1,8790,7,48500
22842,EFECTIVO,2019-11-20,12331,2000,44400,3. Calidad Alta,1,8390,7,46400
22842,TRANSBANK,2020-01-03,6128,2000,46500,3. Calidad Alta,1,8790,17,48500
17793,TRANSBANK,2020-01-09,12621,0,36400,3. Calidad Alta,1,6940,10,36400
3547,OTRO,2019-12-17,3136,0,45100,3. Calidad Alta,1,7590,14,45100
24342,EFECTIVO,2019-10-18,2411,0,45700,3. Calidad Alta,1,8080,13,45700
9092,NA,2019-12-21,13109,0,34500,2. Calidad Media,1,7780,12,34500
3713,OTRO,2019-11-10,11703,0,107700,4. Calidad Premium,1,8080,5,107700
21189,TRANSBANK,2020-01-16,12618,0,17500,2. Calidad Media,1,3660,10,17500
17176,OTRO,2020-01-08,10111,0,43000,3. Calidad Alta,1,8600,1,43000
18627,EFECTIVO,2020-01-11,3350,2000,31200,3. Calidad Alta,1,4880,15,33200
18627,EFECTIVO,2020-01-11,3350,2000,37100,3. Calidad Alta,1,5800,15,39100
7723,NA,2019-12-11,6128,0,121700,4. Calidad Premium,1,13650,17,121700
18198,EFECTIVO,2020-01-10,12526,0,103800,4. Calidad Premium,1,12550,9,103800
9314,NA,2019-12-22,12347,0,34100,3. Calidad Alta,1,6760,7,34100
13633,OTRO,2020-01-04,12733,0,104700,3. Calidad Alta,3,6720,11,34900
6621,EFECTIVO,2019-12-03,12611,0,143700,3. Calidad Alta,3,7930,9,47900
15665,EFECTIVO,2020-01-05,5110,2000,39700,3. Calidad Alta,1,7500,16,41700
15665,EFECTIVO,2020-01-05,12330,0,36000,2. Calidad Media,1,7230,7,36000
20760,EFECTIVO,2020-01-15,12757,0,33900,2. Calidad Media,1,6230,12,33900
23745,EFECTIVO,2019-10-11,11703,0,33300,2. Calidad Media,1,6530,5,33300
4322,TRANSBANK,2019-12-18,12756,0,46800,2. Calidad Media,1,13500,11,46800
4322,TRANSBANK,2020-01-04,11703,0,23900,2. Calidad Media,1,4600,5,23900
4322,EFECTIVO,2020-01-14,12756,3000,60800,2. Calidad Media,2,5660,11,33400
2413,EFECTIVO,2019-11-01,12757,2000,41000,3. Calidad Alta,1,5350,12,43000
2413,EFECTIVO,2020-01-14,12756,0,35900,3. Calidad Alta,1,5430,11,35900
18518,TRANSBANK,2020-01-10,12119,0,25400,2. Calidad Media,1,4990,6,25400
16474,TRANSBANK,2020-01-07,12620,0,240800,4. Calidad Premium,2,11740,10,120400
11591,OTRO,2019-12-28,10903,0,52100,3. Calidad Alta,1,10900,2,52100
23008,TRANSBANK,2019-10-04,3880,0,121100,4. Calidad Premium,1,6830,15,121100
23008,EFECTIVO,2019-11-26,3880,3000,122000,4. Calidad Premium,1,14270,15,125000
23008,EFECTIVO,2020-01-08,3302,3000,108600,4. Calidad Premium,1,10580,14,111600
21681,NA,2020-01-17,10758,0,125700,4. Calidad Premium,1,14810,1,125700
21681,NA,2020-01-17,10758,0,111600,4. Calidad Premium,1,13150,1,111600
18014,EFECTIVO,2020-01-09,11703,0,45000,3. Calidad Alta,1,6950,5,45000
1290,OTRO,2019-12-09,12330,0,120300,4. Calidad Premium,1,12930,7,120300
18013,EFECTIVO,2020-01-09,5110,2000,36200,3. Calidad Alta,1,6910,16,38200
14326,EFECTIVO,2020-01-04,12117,0,20600,2. Calidad Media,1,4140,6,20600
15118,OTRO,2020-01-02,12618,0,45500,3. Calidad Alta,1,10100,10,45500
15118,OTRO,2020-01-14,12619,0,37500,2. Calidad Media,1,7530,10,37500
13403,EFECTIVO,2020-01-04,3413,3000,40000,3. Calidad Alta,1,10480,15,43000
13403,EFECTIVO,2020-01-09,12325,3000,154400,4. Calidad Premium,1,21970,6,157400
20662,EFECTIVO,2020-01-18,3418,0,47500,3. Calidad Alta,1,11550,15,47500
13094,EFECTIVO,2020-01-03,11525,0,72000,2. Calidad Media,2,8490,4,36000
13094,EFECTIVO,2020-01-03,11525,0,37700,3. Calidad Alta,1,7770,4,37700
13094,EFECTIVO,2020-01-03,11525,0,22900,1. Calidad Simple,1,6990,4,22900
23511,EFECTIVO,2019-10-09,11783,1500,38400,2. Calidad Media,1,8020,5,39900
23511,TRANSBANK,2019-10-09,11703,0,38000,2. Calidad Media,1,4550,5,38000
19035,EFECTIVO,2020-01-11,12493,3000,32500,3. Calidad Alta,1,8510,8,35500
18940,EFECTIVO,2020-01-11,10753,850,15000,1. Calidad Simple,1,4650,1,15850
18940,EFECTIVO,2020-01-11,10753,2000,44000,3. Calidad Alta,1,9140,1,46000
4325,EFECTIVO,2019-11-15,12757,2000,35500,3. Calidad Alta,1,6900,12,37500
4325,EFECTIVO,2019-12-14,12757,3000,35600,3. Calidad Alta,1,8700,12,38600
4325,EFECTIVO,2020-01-09,12757,0,28100,1. Calidad Simple,1,7870,12,28100
4325,TRANSBANK,2020-01-18,12756,3000,29400,3. Calidad Alta,1,4870,11,32400
4186,TRANSBANK,2019-11-13,12756,0,22400,2. Calidad Media,1,5080,11,22400
4186,TRANSBANK,2019-12-17,11702,0,42300,3. Calidad Alta,1,9930,4,42300
4186,TRANSBANK,2020-01-10,11783,0,29700,2. Calidad Media,1,5460,5,29700
20501,OTRO,2020-01-15,10111,0,39500,3. Calidad Alta,1,7900,1,39500
24443,TRANSBANK,2019-10-18,12330,0,90800,3. Calidad Alta,2,7750,7,45400
24443,TRANSBANK,2020-01-09,5113,2000,43900,3. Calidad Alta,1,8380,16,45900
24443,TRANSBANK,2020-01-15,12611,0,47800,3. Calidad Alta,1,8490,9,47800
1305,EFECTIVO,2019-12-28,5111,0,41600,3. Calidad Alta,1,7090,16,41600
21538,EFECTIVO,2020-01-17,12324,3000,40100,3. Calidad Alta,1,8680,6,43100
20732,TRANSBANK,2020-01-15,12116,0,45600,2. Calidad Media,1,9350,5,45600
20732,TRANSBANK,2020-01-15,12116,0,29600,1. Calidad Simple,1,8680,5,29600
4610,EFECTIVO,2019-11-17,12483,0,51700,3. Calidad Alta,1,7290,8,51700
8949,EFECTIVO,2019-12-21,12756,0,89400,2. Calidad Media,2,12300,11,44700
8949,EFECTIVO,2019-12-21,12756,0,20800,1. Calidad Simple,1,6240,11,20800
9201,TRANSBANK,2020-01-14,12614,0,23500,1. Calidad Simple,1,6890,9,23500
17462,OTRO,2020-01-08,11525,0,48000,2. Calidad Media,1,11510,4,48000
3479,EFECTIVO,2019-11-08,12439,0,30600,2. Calidad Media,1,6050,7,30600
3479,EFECTIVO,2019-11-08,12439,0,42600,3. Calidad Alta,1,8880,7,42600
18300,OTRO,2020-01-10,10110,0,39700,3. Calidad Alta,1,7940,1,39700
4242,OTRO,2019-11-14,12330,0,45400,3. Calidad Alta,1,8210,7,45400
4242,OTRO,2020-01-14,12611,0,41200,3. Calidad Alta,1,7320,9,41200
19906,NA,2020-01-12,5475,0,36700,2. Calidad Media,1,7490,17,36700
19906,EFECTIVO,2020-01-13,5475,1500,37700,2. Calidad Media,1,7900,17,39200
2577,EFECTIVO,2019-10-31,12330,0,106800,4. Calidad Premium,1,13470,7,106800
19121,EFECTIVO,2020-01-12,11042,3000,33300,3. Calidad Alta,1,8720,3,36300
7867,EFECTIVO,2019-12-14,11702,0,35300,2. Calidad Media,1,9910,4,35300
14311,EFECTIVO,2019-12-31,12614,0,38300,3. Calidad Alta,1,8980,9,38300
5914,EFECTIVO,2019-12-01,11783,0,109600,4. Calidad Premium,1,12020,5,109600
5914,EFECTIVO,2019-12-21,11702,0,49300,3. Calidad Alta,1,11420,4,49300
12897,EFECTIVO,2019-12-31,5608,0,40800,3. Calidad Alta,1,8260,17,40800
11954,OTRO,2019-12-29,10903,0,42900,3. Calidad Alta,1,8980,2,42900
11879,EFECTIVO,2019-12-29,12493,0,31100,1. Calidad Simple,1,6220,8,31100
20975,EFECTIVO,2020-01-15,12117,0,45900,3. Calidad Alta,1,8890,6,45900
12656,EFECTIVO,2019-12-30,11783,0,43500,3. Calidad Alta,1,7550,5,43500
19137,TRANSBANK,2020-01-12,10111,0,119500,4. Calidad Premium,1,14450,1,119500
24038,TRANSBANK,2019-10-16,11703,0,30900,2. Calidad Media,1,5470,5,30900
3167,OTRO,2019-11-06,6128,0,113700,4. Calidad Premium,1,7430,17,113700
3167,OTRO,2019-12-20,6128,0,27000,2. Calidad Media,1,5450,17,27000
21232,TRANSBANK,2020-01-16,11783,0,114400,4. Calidad Premium,1,10210,5,114400
22561,TRANSBANK,2020-01-03,12347,0,110800,4. Calidad Premium,1,12530,7,110800
1465,OTRO,2019-12-11,5113,0,55800,3. Calidad Alta,1,9390,16,55800
1465,OTRO,2019-12-11,5113,0,45000,3. Calidad Alta,1,7570,16,45000
14653,OTRO,2020-01-01,10903,0,49100,3. Calidad Alta,1,10120,2,49100
22828,TRANSBANK,2019-10-01,3302,0,40900,3. Calidad Alta,1,7570,14,40900
22828,EFECTIVO,2019-12-16,3880,3500,34400,2. Calidad Media,1,9280,15,37900
22828,EFECTIVO,2019-12-16,3880,3500,46000,3. Calidad Alta,1,10980,15,49500
22035,EFECTIVO,2020-01-18,12620,1500,30100,2. Calidad Media,1,6720,10,31600
4634,OTRO,2019-11-18,3302,0,121700,4. Calidad Premium,1,13600,14,121700
1830,EFECTIVO,2019-10-30,5113,0,109400,2. Calidad Media,2,10410,16,54700
